Family	Species	Gene
KLMA_40112	Kmarx	KLMA_40112
KLMA_40113	Kmarx	KLMA_40113
KLMA_40114	Kmarx	KLMA_40114
KLMA_40115	Kmarx	KLMA_40115
KLMA_40117	Kmarx	KLMA_40117
KLMA_40118	Kmarx	KLMA_40118
KLMA_40121	Kmarx	KLMA_40121
KLMA_40122	Kmarx	KLMA_40122
KLMA_40123	Kmarx	KLMA_40123
KLMA_40124	Kmarx	KLMA_40124
KLMA_40125	Kmarx	KLMA_40125
KLMA_40126	Kmarx	KLMA_40126
KLMA_40128	Kmarx	KLMA_40128
KLMA_40129	Kmarx	KLMA_40129
KLMA_40130	Kmarx	KLMA_40130
KLMA_40131	Kmarx	KLMA_40131
KLMA_40134	Kmarx	KLMA_40134
KLMA_40135	Kmarx	KLMA_40135
KLMA_40136	Kmarx	KLMA_40136
KLMA_40137	Kmarx	KLMA_40137
KLMA_40138	Kmarx	KLMA_40138
KLMA_40139	Kmarx	KLMA_40139
KLMA_40140	Kmarx	KLMA_40140
KLMA_40142	Kmarx	KLMA_40142
KLMA_40145	Kmarx	KLMA_40145
KLMA_40147	Kmarx	KLMA_40147
KLMA_40150	Kmarx	KLMA_40150
KLMA_40151	Kmarx	KLMA_40151
KLMA_40152	Kmarx	KLMA_40152
KLMA_40153	Kmarx	KLMA_40153
KLMA_40154	Kmarx	KLMA_40154
KLMA_40155	Kmarx	KLMA_40155
KLMA_40156	Kmarx	KLMA_40156
KLMA_40157	Kmarx	KLMA_40157
KLMA_40158	Kmarx	KLMA_40158
KLMA_40159	Kmarx	KLMA_40159
KLMA_40160	Kmarx	KLMA_40160
KLMA_40161	Kmarx	KLMA_40161
KLMA_40162	Kmarx	KLMA_40162
KLMA_40163	Kmarx	KLMA_40163
KLMA_40164	Kmarx	KLMA_40164
KLMA_40166	Kmarx	KLMA_40166
KLMA_40167	Kmarx	KLMA_40167
KLMA_40168	Kmarx	KLMA_40168
KLMA_40169	Kmarx	KLMA_40169
KLMA_40173	Kmarx	KLMA_40173
KLMA_40175	Kmarx	KLMA_40175
KLMA_40176	Kmarx	KLMA_40176
KLMA_40177	Kmarx	KLMA_40177
KLMA_40178	Kmarx	KLMA_40178
KLMA_40179	Kmarx	KLMA_40179
KLMA_40180	Kmarx	KLMA_40180
KLMA_40182	Kmarx	KLMA_40182
KLMA_40183	Kmarx	KLMA_40183
KLMA_40184	Kmarx	KLMA_40184
KLMA_40185	Kmarx	KLMA_40185
KLMA_40186	Kmarx	KLMA_40186
KLMA_40188	Kmarx	KLMA_40188
KLMA_40189	Kmarx	KLMA_40189
KLMA_40190	Kmarx	KLMA_40190
KLMA_40191	Kmarx	KLMA_40191
KLMA_40193	Kmarx	KLMA_40193
KLMA_40194	Kmarx	KLMA_40194
KLMA_40196	Kmarx	KLMA_40196
KLMA_40198	Kmarx	KLMA_40198
KLMA_40202	Kmarx	KLMA_40202
KLMA_40205	Kmarx	KLMA_40205
KLMA_40206	Kmarx	KLMA_40206
KLMA_40207	Kmarx	KLMA_40207
KLMA_40209	Kmarx	KLMA_40209
KLMA_40210	Kmarx	KLMA_40210
KLMA_40211	Kmarx	KLMA_40211
KLMA_40214	Kmarx	KLMA_40214
KLMA_40215	Kmarx	KLMA_40215
KLMA_40217	Kmarx	KLMA_40217
KLMA_40218	Kmarx	KLMA_40218
KLMA_40220	Kmarx	KLMA_40220
KLMA_40221	Kmarx	KLMA_40221
KLMA_40224	Kmarx	KLMA_40224
KLMA_40225	Kmarx	KLMA_40225
KLMA_40226	Kmarx	KLMA_40226
KLMA_40228	Kmarx	KLMA_40228
KLMA_40229	Kmarx	KLMA_40229
KLMA_40231	Kmarx	KLMA_40231
KLMA_40232	Kmarx	KLMA_40232
KLMA_40233	Kmarx	KLMA_40233
KLMA_40234	Kmarx	KLMA_40234
KLMA_40235	Kmarx	KLMA_40235
KLMA_40236	Kmarx	KLMA_40236
KLMA_40237	Kmarx	KLMA_40237
KLMA_40238	Kmarx	KLMA_40238
KLMA_40240	Kmarx	KLMA_40240
KLMA_40242	Kmarx	KLMA_40242
KLMA_40243	Kmarx	KLMA_40243
KLMA_40244	Kmarx	KLMA_40244
KLMA_40245	Kmarx	KLMA_40245
KLMA_40247	Kmarx	KLMA_40247
KLMA_40248	Kmarx	KLMA_40248
KLMA_40249	Kmarx	KLMA_40249
KLMA_40251	Kmarx	KLMA_40251
KLMA_40252	Kmarx	KLMA_40252
KLMA_40253	Kmarx	KLMA_40253
KLMA_40255	Kmarx	KLMA_40255
KLMA_40256	Kmarx	KLMA_40256
KLMA_40257	Kmarx	KLMA_40257
KLMA_40258	Kmarx	KLMA_40258
KLMA_40259	Kmarx	KLMA_40259
KLMA_40261	Kmarx	KLMA_40261
KLMA_40262	Kmarx	KLMA_40262
KLMA_40263	Kmarx	KLMA_40263
KLMA_40265	Kmarx	KLMA_40265
KLMA_40267	Kmarx	KLMA_40267
KLMA_40268	Kmarx	KLMA_40268
KLMA_40270	Kmarx	KLMA_40270
KLMA_40273	Kmarx	KLMA_40273
KLMA_40274	Kmarx	KLMA_40274
KLMA_40275	Kmarx	KLMA_40275
KLMA_40276	Kmarx	KLMA_40276
KLMA_40277	Kmarx	KLMA_40277
KLMA_40278	Kmarx	KLMA_40278
KLMA_40281	Kmarx	KLMA_40281
KLMA_40283	Kmarx	KLMA_40283
KLMA_40284	Kmarx	KLMA_40284
KLMA_40285	Kmarx	KLMA_40285
KLMA_40286	Kmarx	KLMA_40286
KLMA_40287	Kmarx	KLMA_40287
KLMA_40289	Kmarx	KLMA_40289
KLMA_40290	Kmarx	KLMA_40290
KLMA_40294	Kmarx	KLMA_40294
KLMA_40297	Kmarx	KLMA_40297
KLMA_40298	Kmarx	KLMA_40298
KLMA_40299 KLMA_50423	Kmarx	KLMA_40299 KLMA_50423
KLMA_40302	Kmarx	KLMA_40302
KLMA_40303	Kmarx	KLMA_40303
KLMA_40305	Kmarx	KLMA_40305
KLMA_40306	Kmarx	KLMA_40306
KLMA_40307	Kmarx	KLMA_40307
KLMA_40309	Kmarx	KLMA_40309
KLMA_40310	Kmarx	KLMA_40310
KLMA_40311	Kmarx	KLMA_40311
KLMA_40312	Kmarx	KLMA_40312
KLMA_40313	Kmarx	KLMA_40313
KLMA_40315	Kmarx	KLMA_40315
KLMA_40316	Kmarx	KLMA_40316
KLMA_40317	Kmarx	KLMA_40317
KLMA_40318	Kmarx	KLMA_40318
KLMA_40321	Kmarx	KLMA_40321
KLMA_40322	Kmarx	KLMA_40322
KLMA_40323	Kmarx	KLMA_40323
KLMA_40324	Kmarx	KLMA_40324
KLMA_40328	Kmarx	KLMA_40328
KLMA_40329	Kmarx	KLMA_40329
KLMA_40330	Kmarx	KLMA_40330
KLMA_40331	Kmarx	KLMA_40331
KLMA_40332	Kmarx	KLMA_40332
KLMA_40336	Kmarx	KLMA_40336
KLMA_40337	Kmarx	KLMA_40337
KLMA_40338	Kmarx	KLMA_40338
KLMA_40339	Kmarx	KLMA_40339
KLMA_40340	Kmarx	KLMA_40340
KLMA_40342	Kmarx	KLMA_40342
KLMA_40343	Kmarx	KLMA_40343
KLMA_40344	Kmarx	KLMA_40344
KLMA_40345	Kmarx	KLMA_40345
KLMA_40346	Kmarx	KLMA_40346
KLMA_40347	Kmarx	KLMA_40347
KLMA_40349	Kmarx	KLMA_40349
KLMA_40350	Kmarx	KLMA_40350
KLMA_40353	Kmarx	KLMA_40353
KLMA_40354	Kmarx	KLMA_40354
KLMA_40355	Kmarx	KLMA_40355
KLMA_40356	Kmarx	KLMA_40356
KLMA_40360	Kmarx	KLMA_40360
KLMA_40361	Kmarx	KLMA_40361
KLMA_40362	Kmarx	KLMA_40362
KLMA_40363	Kmarx	KLMA_40363
KLMA_40365	Kmarx	KLMA_40365
KLMA_40367	Kmarx	KLMA_40367
KLMA_40368	Kmarx	KLMA_40368
KLMA_40369	Kmarx	KLMA_40369
KLMA_40371	Kmarx	KLMA_40371
KLMA_40372	Kmarx	KLMA_40372
KLMA_40373	Kmarx	KLMA_40373
KLMA_40374	Kmarx	KLMA_40374
KLMA_40375	Kmarx	KLMA_40375
KLMA_40378	Kmarx	KLMA_40378
KLMA_40379	Kmarx	KLMA_40379
KLMA_40380	Kmarx	KLMA_40380
KLMA_40381	Kmarx	KLMA_40381
KLMA_40383	Kmarx	KLMA_40383
KLMA_40384	Kmarx	KLMA_40384
KLMA_40385	Kmarx	KLMA_40385
KLMA_40388	Kmarx	KLMA_40388
KLMA_40390	Kmarx	KLMA_40390
KLMA_40391	Kmarx	KLMA_40391
KLMA_40392	Kmarx	KLMA_40392
KLMA_40393	Kmarx	KLMA_40393
KLMA_40394	Kmarx	KLMA_40394
KLMA_40395	Kmarx	KLMA_40395
KLMA_40396	Kmarx	KLMA_40396
KLMA_40397	Kmarx	KLMA_40397
KLMA_40398	Kmarx	KLMA_40398
KLMA_40399	Kmarx	KLMA_40399
KLMA_40400	Kmarx	KLMA_40400
KLMA_40401	Kmarx	KLMA_40401
KLMA_40403	Kmarx	KLMA_40403
KLMA_40404	Kmarx	KLMA_40404
KLMA_40405	Kmarx	KLMA_40405
KLMA_40406	Kmarx	KLMA_40406
KLMA_40407	Kmarx	KLMA_40407
KLMA_40409	Kmarx	KLMA_40409
KLMA_40410	Kmarx	KLMA_40410
KLMA_40411	Kmarx	KLMA_40411
KLMA_40413	Kmarx	KLMA_40413
KLMA_40414	Kmarx	KLMA_40414
KLMA_40415	Kmarx	KLMA_40415
KLMA_40416	Kmarx	KLMA_40416
KLMA_40417	Kmarx	KLMA_40417
KLMA_40418	Kmarx	KLMA_40418
KLMA_40419	Kmarx	KLMA_40419
KLMA_40420	Kmarx	KLMA_40420
KLMA_40422	Kmarx	KLMA_40422
KLMA_40424	Kmarx	KLMA_40424
KLMA_40425	Kmarx	KLMA_40425
KLMA_40426	Kmarx	KLMA_40426
KLMA_40427	Kmarx	KLMA_40427
KLMA_40428	Kmarx	KLMA_40428
KLMA_40429	Kmarx	KLMA_40429
KLMA_40430	Kmarx	KLMA_40430
KLMA_40431	Kmarx	KLMA_40431
KLMA_40432	Kmarx	KLMA_40432
KLMA_40433	Kmarx	KLMA_40433
KLMA_40434	Kmarx	KLMA_40434
KLMA_40435	Kmarx	KLMA_40435
KLMA_40436	Kmarx	KLMA_40436
KLMA_40439	Kmarx	KLMA_40439
KLMA_40440	Kmarx	KLMA_40440
KLMA_40441	Kmarx	KLMA_40441
KLMA_40442	Kmarx	KLMA_40442
KLMA_40443	Kmarx	KLMA_40443
KLMA_40444	Kmarx	KLMA_40444
KLMA_40445	Kmarx	KLMA_40445
KLMA_40447	Kmarx	KLMA_40447
KLMA_40448	Kmarx	KLMA_40448
KLMA_40449	Kmarx	KLMA_40449
KLMA_40451	Kmarx	KLMA_40451
KLMA_40452	Kmarx	KLMA_40452
KLMA_40453	Kmarx	KLMA_40453
KLMA_40454	Kmarx	KLMA_40454
KLMA_40457	Kmarx	KLMA_40457
KLMA_40458	Kmarx	KLMA_40458
KLMA_40459	Kmarx	KLMA_40459
KLMA_40460	Kmarx	KLMA_40460
KLMA_40461	Kmarx	KLMA_40461
KLMA_40462	Kmarx	KLMA_40462
KLMA_40463	Kmarx	KLMA_40463
KLMA_40465	Kmarx	KLMA_40465
KLMA_40466	Kmarx	KLMA_40466
KLMA_40467	Kmarx	KLMA_40467
KLMA_40468	Kmarx	KLMA_40468
KLMA_40469	Kmarx	KLMA_40469
KLMA_40470	Kmarx	KLMA_40470
KLMA_40471	Kmarx	KLMA_40471
KLMA_40472	Kmarx	KLMA_40472
KLMA_40473	Kmarx	KLMA_40473
KLMA_40474	Kmarx	KLMA_40474
KLMA_40475	Kmarx	KLMA_40475
KLMA_40477	Kmarx	KLMA_40477
KLMA_40478	Kmarx	KLMA_40478
KLMA_40479	Kmarx	KLMA_40479
KLMA_40480	Kmarx	KLMA_40480
KLMA_40481	Kmarx	KLMA_40481
KLMA_40482	Kmarx	KLMA_40482
KLMA_40485	Kmarx	KLMA_40485
KLMA_40486	Kmarx	KLMA_40486
KLMA_40488	Kmarx	KLMA_40488
KLMA_40490	Kmarx	KLMA_40490
KLMA_40491	Kmarx	KLMA_40491
KLMA_40492	Kmarx	KLMA_40492
KLMA_40493	Kmarx	KLMA_40493
KLMA_40494	Kmarx	KLMA_40494
KLMA_40495	Kmarx	KLMA_40495
KLMA_40497	Kmarx	KLMA_40497
KLMA_40498	Kmarx	KLMA_40498
KLMA_40500	Kmarx	KLMA_40500
KLMA_40501	Kmarx	KLMA_40501
KLMA_40502	Kmarx	KLMA_40502
KLMA_40503	Kmarx	KLMA_40503
KLMA_40504	Kmarx	KLMA_40504
KLMA_40505	Kmarx	KLMA_40505
KLMA_40506	Kmarx	KLMA_40506
KLMA_40508	Kmarx	KLMA_40508
KLMA_40509	Kmarx	KLMA_40509
KLMA_40510	Kmarx	KLMA_40510
KLMA_40512	Kmarx	KLMA_40512
KLMA_40515	Kmarx	KLMA_40515
KLMA_40516	Kmarx	KLMA_40516
KLMA_40518	Kmarx	KLMA_40518
KLMA_40519	Kmarx	KLMA_40519
KLMA_40520	Kmarx	KLMA_40520
KLMA_40521	Kmarx	KLMA_40521
KLMA_40522	Kmarx	KLMA_40522
KLMA_40523	Kmarx	KLMA_40523
KLMA_40524	Kmarx	KLMA_40524
KLMA_40525	Kmarx	KLMA_40525
KLMA_40526	Kmarx	KLMA_40526
KLMA_40527	Kmarx	KLMA_40527
KLMA_40528	Kmarx	KLMA_40528
KLMA_40530	Kmarx	KLMA_40530
KLMA_40532	Kmarx	KLMA_40532
KLMA_40533	Kmarx	KLMA_40533
KLMA_40534	Kmarx	KLMA_40534
KLMA_40535	Kmarx	KLMA_40535
KLMA_40536	Kmarx	KLMA_40536
KLMA_40537	Kmarx	KLMA_40537
KLMA_40538	Kmarx	KLMA_40538
KLMA_40539	Kmarx	KLMA_40539
KLMA_40542	Kmarx	KLMA_40542
KLMA_40543	Kmarx	KLMA_40543
KLMA_40544	Kmarx	KLMA_40544
KLMA_40545	Kmarx	KLMA_40545
KLMA_40546	Kmarx	KLMA_40546
KLMA_40547	Kmarx	KLMA_40547
KLMA_40548	Kmarx	KLMA_40548
KLMA_40549	Kmarx	KLMA_40549
KLMA_40550	Kmarx	KLMA_40550
KLMA_40551	Kmarx	KLMA_40551
KLMA_40552	Kmarx	KLMA_40552
KLMA_40553	Kmarx	KLMA_40553
KLMA_40554	Kmarx	KLMA_40554
KLMA_40555	Kmarx	KLMA_40555
KLMA_40556	Kmarx	KLMA_40556
KLMA_40558	Kmarx	KLMA_40558
KLMA_40559	Kmarx	KLMA_40559
KLMA_40560	Kmarx	KLMA_40560
KLMA_40562	Kmarx	KLMA_40562
KLMA_40565	Kmarx	KLMA_40565
KLMA_40566	Kmarx	KLMA_40566
KLMA_40567	Kmarx	KLMA_40567
KLMA_40568	Kmarx	KLMA_40568
KLMA_40569	Kmarx	KLMA_40569
KLMA_40570	Kmarx	KLMA_40570
KLMA_40571	Kmarx	KLMA_40571
KLMA_40572	Kmarx	KLMA_40572
KLMA_40573	Kmarx	KLMA_40573
KLMA_40574	Kmarx	KLMA_40574
KLMA_40575	Kmarx	KLMA_40575
KLMA_40576	Kmarx	KLMA_40576
KLMA_40577	Kmarx	KLMA_40577
KLMA_40578	Kmarx	KLMA_40578
KLMA_40579	Kmarx	KLMA_40579
KLMA_40580	Kmarx	KLMA_40580
KLMA_40581	Kmarx	KLMA_40581
KLMA_40583	Kmarx	KLMA_40583
KLMA_40585	Kmarx	KLMA_40585
KLMA_40586	Kmarx	KLMA_40586
KLMA_40587	Kmarx	KLMA_40587
KLMA_40588	Kmarx	KLMA_40588
KLMA_40589	Kmarx	KLMA_40589
KLMA_40592	Kmarx	KLMA_40592
KLMA_40594	Kmarx	KLMA_40594
KLMA_40595	Kmarx	KLMA_40595
KLMA_40596	Kmarx	KLMA_40596
KLMA_40597	Kmarx	KLMA_40597
KLMA_40598	Kmarx	KLMA_40598
KLMA_40599	Kmarx	KLMA_40599
KLMA_40600	Kmarx	KLMA_40600
KLMA_40601	Kmarx	KLMA_40601
KLMA_40602	Kmarx	KLMA_40602
KLMA_40603	Kmarx	KLMA_40603
KLMA_40604	Kmarx	KLMA_40604
KLMA_40605	Kmarx	KLMA_40605
KLMA_40606	Kmarx	KLMA_40606
KLMA_40608	Kmarx	KLMA_40608
KLMA_40609	Kmarx	KLMA_40609
KLMA_40610	Kmarx	KLMA_40610
KLMA_40611	Kmarx	KLMA_40611
KLMA_40612	Kmarx	KLMA_40612
KLMA_40613	Kmarx	KLMA_40613
KLMA_40614	Kmarx	KLMA_40614
KLMA_40616	Kmarx	KLMA_40616
KLMA_40618	Kmarx	KLMA_40618
KLMA_40619	Kmarx	KLMA_40619
KLMA_40620	Kmarx	KLMA_40620
KLMA_40624	Kmarx	KLMA_40624
KLMA_40625	Kmarx	KLMA_40625
KLMA_40627	Kmarx	KLMA_40627
KLMA_40630	Kmarx	KLMA_40630
KLMA_50005	Kmarx	KLMA_50005
KLMA_50006	Kmarx	KLMA_50006
KLMA_50007	Kmarx	KLMA_50007
KLMA_50008	Kmarx	KLMA_50008
KLMA_50009	Kmarx	KLMA_50009
KLMA_50010	Kmarx	KLMA_50010
KLMA_50011	Kmarx	KLMA_50011
KLMA_50012	Kmarx	KLMA_50012
KLMA_50013	Kmarx	KLMA_50013
KLMA_50014	Kmarx	KLMA_50014
KLMA_50016	Kmarx	KLMA_50016
KLMA_50017	Kmarx	KLMA_50017
KLMA_50019	Kmarx	KLMA_50019
KLMA_50020	Kmarx	KLMA_50020
KLMA_50022	Kmarx	KLMA_50022
KLMA_50024	Kmarx	KLMA_50024
KLMA_50025	Kmarx	KLMA_50025
KLMA_50026	Kmarx	KLMA_50026
KLMA_50027	Kmarx	KLMA_50027
KLMA_50030	Kmarx	KLMA_50030
KLMA_50032	Kmarx	KLMA_50032
KLMA_50033	Kmarx	KLMA_50033
KLMA_50034	Kmarx	KLMA_50034
KLMA_50035	Kmarx	KLMA_50035
KLMA_50036	Kmarx	KLMA_50036
KLMA_50037	Kmarx	KLMA_50037
KLMA_50038	Kmarx	KLMA_50038
KLMA_50040	Kmarx	KLMA_50040
KLMA_50041	Kmarx	KLMA_50041
KLMA_50042	Kmarx	KLMA_50042
KLMA_50043	Kmarx	KLMA_50043
KLMA_50044	Kmarx	KLMA_50044
KLMA_50045	Kmarx	KLMA_50045
KLMA_50046	Kmarx	KLMA_50046
KLMA_50047	Kmarx	KLMA_50047
KLMA_50048	Kmarx	KLMA_50048
KLMA_50049	Kmarx	KLMA_50049
KLMA_50050	Kmarx	KLMA_50050
KLMA_50051	Kmarx	KLMA_50051
KLMA_50052	Kmarx	KLMA_50052
KLMA_50053	Kmarx	KLMA_50053
KLMA_50054	Kmarx	KLMA_50054
KLMA_50056	Kmarx	KLMA_50056
KLMA_50057	Kmarx	KLMA_50057
KLMA_50059	Kmarx	KLMA_50059
KLMA_50060	Kmarx	KLMA_50060
KLMA_50061	Kmarx	KLMA_50061
KLMA_50062	Kmarx	KLMA_50062
KLMA_50063	Kmarx	KLMA_50063
KLMA_50064	Kmarx	KLMA_50064
KLMA_50065	Kmarx	KLMA_50065
KLMA_50067	Kmarx	KLMA_50067
KLMA_50068	Kmarx	KLMA_50068
KLMA_50069	Kmarx	KLMA_50069
KLMA_50070	Kmarx	KLMA_50070
KLMA_50071	Kmarx	KLMA_50071
KLMA_50072	Kmarx	KLMA_50072
KLMA_50073	Kmarx	KLMA_50073
KLMA_50075	Kmarx	KLMA_50075
KLMA_50076	Kmarx	KLMA_50076
KLMA_50077	Kmarx	KLMA_50077
KLMA_50078	Kmarx	KLMA_50078
KLMA_50079	Kmarx	KLMA_50079
KLMA_50080	Kmarx	KLMA_50080
KLMA_50081	Kmarx	KLMA_50081
KLMA_50083	Kmarx	KLMA_50083
KLMA_50084	Kmarx	KLMA_50084
KLMA_50085	Kmarx	KLMA_50085
KLMA_50086	Kmarx	KLMA_50086
KLMA_50087	Kmarx	KLMA_50087
KLMA_50088	Kmarx	KLMA_50088
KLMA_50089	Kmarx	KLMA_50089
KLMA_50090	Kmarx	KLMA_50090
KLMA_50094	Kmarx	KLMA_50094
KLMA_50095	Kmarx	KLMA_50095
KLMA_50096	Kmarx	KLMA_50096
KLMA_50099	Kmarx	KLMA_50099
KLMA_50100	Kmarx	KLMA_50100
KLMA_50102	Kmarx	KLMA_50102
KLMA_50103	Kmarx	KLMA_50103
KLMA_50104	Kmarx	KLMA_50104
KLMA_50105	Kmarx	KLMA_50105
KLMA_50106	Kmarx	KLMA_50106
KLMA_50107	Kmarx	KLMA_50107
KLMA_50108	Kmarx	KLMA_50108
KLMA_50109	Kmarx	KLMA_50109
KLMA_50110	Kmarx	KLMA_50110
KLMA_50111	Kmarx	KLMA_50111
KLMA_50112	Kmarx	KLMA_50112
KLMA_50113	Kmarx	KLMA_50113
KLMA_50115	Kmarx	KLMA_50115
KLMA_50117	Kmarx	KLMA_50117
KLMA_50118	Kmarx	KLMA_50118
KLMA_50119	Kmarx	KLMA_50119
KLMA_50120	Kmarx	KLMA_50120
KLMA_50122	Kmarx	KLMA_50122
KLMA_50124	Kmarx	KLMA_50124
KLMA_50125	Kmarx	KLMA_50125
KLMA_50126	Kmarx	KLMA_50126
KLMA_50127	Kmarx	KLMA_50127
KLMA_50128	Kmarx	KLMA_50128
KLMA_50129	Kmarx	KLMA_50129
KLMA_50132	Kmarx	KLMA_50132
KLMA_50133	Kmarx	KLMA_50133
KLMA_50139	Kmarx	KLMA_50139
KLMA_50140	Kmarx	KLMA_50140
KLMA_50141	Kmarx	KLMA_50141
KLMA_50142	Kmarx	KLMA_50142
KLMA_50143	Kmarx	KLMA_50143
KLMA_50144	Kmarx	KLMA_50144
KLMA_50145	Kmarx	KLMA_50145
KLMA_50146	Kmarx	KLMA_50146
KLMA_50147	Kmarx	KLMA_50147
KLMA_50148	Kmarx	KLMA_50148
KLMA_50149	Kmarx	KLMA_50149
KLMA_50151	Kmarx	KLMA_50151
KLMA_50152	Kmarx	KLMA_50152
KLMA_50154	Kmarx	KLMA_50154
KLMA_50155	Kmarx	KLMA_50155
KLMA_50157	Kmarx	KLMA_50157
KLMA_50161	Kmarx	KLMA_50161
KLMA_50162	Kmarx	KLMA_50162
KLMA_50163	Kmarx	KLMA_50163
KLMA_50165	Kmarx	KLMA_50165
KLMA_50166	Kmarx	KLMA_50166
KLMA_50167	Kmarx	KLMA_50167
KLMA_50168	Kmarx	KLMA_50168
KLMA_50170	Kmarx	KLMA_50170
KLMA_50172	Kmarx	KLMA_50172
KLMA_50173	Kmarx	KLMA_50173
KLMA_50174	Kmarx	KLMA_50174
KLMA_50175	Kmarx	KLMA_50175
KLMA_50176	Kmarx	KLMA_50176
KLMA_50177	Kmarx	KLMA_50177
KLMA_50178	Kmarx	KLMA_50178
KLMA_50179	Kmarx	KLMA_50179
KLMA_50181	Kmarx	KLMA_50181
KLMA_50182	Kmarx	KLMA_50182
KLMA_50183	Kmarx	KLMA_50183
KLMA_50184	Kmarx	KLMA_50184
KLMA_50185	Kmarx	KLMA_50185
KLMA_50186	Kmarx	KLMA_50186
KLMA_50187	Kmarx	KLMA_50187
KLMA_50188	Kmarx	KLMA_50188
KLMA_50189	Kmarx	KLMA_50189
KLMA_50190	Kmarx	KLMA_50190
KLMA_50191	Kmarx	KLMA_50191
KLMA_50192	Kmarx	KLMA_50192
KLMA_50194	Kmarx	KLMA_50194
KLMA_50195	Kmarx	KLMA_50195
KLMA_50196	Kmarx	KLMA_50196
KLMA_50197	Kmarx	KLMA_50197
KLMA_50200	Kmarx	KLMA_50200
KLMA_50203	Kmarx	KLMA_50203
KLMA_50206	Kmarx	KLMA_50206
KLMA_50207	Kmarx	KLMA_50207
KLMA_50208	Kmarx	KLMA_50208
KLMA_50209	Kmarx	KLMA_50209
KLMA_50210	Kmarx	KLMA_50210
KLMA_50212	Kmarx	KLMA_50212
KLMA_50214	Kmarx	KLMA_50214
KLMA_50215	Kmarx	KLMA_50215
KLMA_50216	Kmarx	KLMA_50216
KLMA_50217	Kmarx	KLMA_50217
KLMA_50219	Kmarx	KLMA_50219
KLMA_50220	Kmarx	KLMA_50220
KLMA_50221	Kmarx	KLMA_50221
KLMA_50222	Kmarx	KLMA_50222
KLMA_50223	Kmarx	KLMA_50223
KLMA_50225	Kmarx	KLMA_50225
KLMA_50226	Kmarx	KLMA_50226
KLMA_50227	Kmarx	KLMA_50227
KLMA_50228	Kmarx	KLMA_50228
KLMA_50229	Kmarx	KLMA_50229
KLMA_50230	Kmarx	KLMA_50230
KLMA_50231	Kmarx	KLMA_50231
KLMA_50232	Kmarx	KLMA_50232
KLMA_50233	Kmarx	KLMA_50233
KLMA_50234	Kmarx	KLMA_50234
KLMA_50235	Kmarx	KLMA_50235
KLMA_50236	Kmarx	KLMA_50236
KLMA_50237	Kmarx	KLMA_50237
KLMA_50238	Kmarx	KLMA_50238
KLMA_50239	Kmarx	KLMA_50239
KLMA_50241	Kmarx	KLMA_50241
KLMA_50243	Kmarx	KLMA_50243
KLMA_50244	Kmarx	KLMA_50244
KLMA_50245	Kmarx	KLMA_50245
KLMA_50246	Kmarx	KLMA_50246
KLMA_50247	Kmarx	KLMA_50247
KLMA_50248	Kmarx	KLMA_50248
KLMA_50250	Kmarx	KLMA_50250
KLMA_50253	Kmarx	KLMA_50253
KLMA_50254	Kmarx	KLMA_50254
KLMA_50255	Kmarx	KLMA_50255
KLMA_50256	Kmarx	KLMA_50256
KLMA_50257	Kmarx	KLMA_50257
KLMA_50258	Kmarx	KLMA_50258
KLMA_50259	Kmarx	KLMA_50259
KLMA_50260	Kmarx	KLMA_50260
KLMA_50261	Kmarx	KLMA_50261
KLMA_50262	Kmarx	KLMA_50262
KLMA_50264	Kmarx	KLMA_50264
KLMA_50265	Kmarx	KLMA_50265
KLMA_50266	Kmarx	KLMA_50266
KLMA_50269	Kmarx	KLMA_50269
KLMA_50270	Kmarx	KLMA_50270
KLMA_50271	Kmarx	KLMA_50271
KLMA_50272	Kmarx	KLMA_50272
KLMA_50273	Kmarx	KLMA_50273
KLMA_50274	Kmarx	KLMA_50274
KLMA_50276	Kmarx	KLMA_50276
KLMA_50278	Kmarx	KLMA_50278
KLMA_50279	Kmarx	KLMA_50279
KLMA_50280	Kmarx	KLMA_50280
KLMA_50281	Kmarx	KLMA_50281
KLMA_50283	Kmarx	KLMA_50283
KLMA_50284	Kmarx	KLMA_50284
KLMA_50285	Kmarx	KLMA_50285
KLMA_50286	Kmarx	KLMA_50286
KLMA_50287	Kmarx	KLMA_50287
KLMA_50288	Kmarx	KLMA_50288
KLMA_50290	Kmarx	KLMA_50290
KLMA_50291	Kmarx	KLMA_50291
KLMA_50293	Kmarx	KLMA_50293
KLMA_50294	Kmarx	KLMA_50294
KLMA_50295	Kmarx	KLMA_50295
KLMA_50296	Kmarx	KLMA_50296
KLMA_50297	Kmarx	KLMA_50297
KLMA_50299	Kmarx	KLMA_50299
KLMA_50301	Kmarx	KLMA_50301
KLMA_50302	Kmarx	KLMA_50302
KLMA_50304	Kmarx	KLMA_50304
KLMA_50305	Kmarx	KLMA_50305
KLMA_50306	Kmarx	KLMA_50306
KLMA_50308	Kmarx	KLMA_50308
KLMA_50309	Kmarx	KLMA_50309
KLMA_50311	Kmarx	KLMA_50311
KLMA_50312	Kmarx	KLMA_50312
KLMA_50313	Kmarx	KLMA_50313
KLMA_50314	Kmarx	KLMA_50314
KLMA_50315	Kmarx	KLMA_50315
KLMA_50316	Kmarx	KLMA_50316
KLMA_50317	Kmarx	KLMA_50317
KLMA_50318	Kmarx	KLMA_50318
KLMA_50319	Kmarx	KLMA_50319
KLMA_50321	Kmarx	KLMA_50321
